Subject No 10248Individual Scores: V 100 | C 97.96Overall score: 98.98

Subject No 13004Individual Scores: V 0 | C 87.13Overall score: 43.56

Subject No 14906Individual Scores: V 0 | C 87.13Overall score: 43.56

Subject No 1844Individual Scores: V 0 | C 87.12Overall score: 43.56

Subject No 19550Individual Scores: V 0 | C 87.12Overall score: 43.56

Subject No 2237Individual Scores: V 0 | C 87.13Overall score: 43.56

Subject No 22715Individual Scores: V 0 | C 87.13Overall score: 43.56

Subject No 5175Individual Scores: V 0 | C 87.12Overall score: 43.56

Subject No 6126Individual Scores: V 0 | C 87.13Overall score: 43.56

Subject No 15303Individual Scores: V 0 | C 87.09Overall score: 43.55

Subject No 15484Individual Scores: V 0 | C 87.1Overall score: 43.55

Subject No 20219Individual Scores: V 0 | C 87.1Overall score: 43.55

Subject No 21321Individual Scores: V 0 | C 87.11Overall score: 43.55

Subject No 22860Individual Scores: V 0 | C 87.1Overall score: 43.55

Subject No 5147Individual Scores: V 0 | C 87.09Overall score: 43.55

Subject No 8224Individual Scores: V 0 | C 87.09Overall score: 43.55

Subject No 9375Individual Scores: V 0 | C 87.1Overall score: 43.55

Subject No 9713Individual Scores: V 0 | C 87.1Overall score: 43.55

Subject No 17512Individual Scores: V 0 | C 87.08Overall score: 43.54

Subject No 23984Individual Scores: V 0 | C 87.08Overall score: 43.54

Subject No 4797Individual Scores: V 0 | C 87.08Overall score: 43.54

Subject No 6212Individual Scores: V 0 | C 87.08Overall score: 43.54

Subject No 9810Individual Scores: V 0 | C 87.08Overall score: 43.54

Subject No 10114Individual Scores: V 0 | C 87.07Overall score: 43.53

Subject No 14412Individual Scores: V 0 | C 87.06Overall score: 43.53

Subject No 18000Individual Scores: V 0 | C 87.06Overall score: 43.53

Subject No 7127Individual Scores: V 0 | C 87.06Overall score: 43.53

Subject No 8172Individual Scores: V 0 | C 87.06Overall score: 43.53

Subject No 10784Individual Scores: V 0 | C 87.04Overall score: 43.52

Subject No 12142Individual Scores: V 0 | C 87.04Overall score: 43.52

Subject No 17836Individual Scores: V 0 | C 87.05Overall score: 43.52

Subject No 2176Individual Scores: V 0 | C 87.05Overall score: 43.52

Subject No 3657Individual Scores: V 0 | C 87.04Overall score: 43.52

Subject No 5995Individual Scores: V 0 | C 87.05Overall score: 43.52

Subject No 9692Individual Scores: V 0 | C 87.03Overall score: 43.52

Subject No 12018Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 12498Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 12685Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 13640Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 13954Individual Scores: V 0 | C 87.02Overall score: 43.51

Subject No 15607Individual Scores: V 0 | C 87.02Overall score: 43.51

Subject No 17165Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 17801Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 19495Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 7607Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 8471Individual Scores: V 0 | C 87.02Overall score: 43.51

Subject No 8636Individual Scores: V 0 | C 87.01Overall score: 43.51

Subject No 2742Individual Scores: V 0 | C 87.0Overall score: 43.50

Subject No 16958Individual Scores: V 0 | C 86.99Overall score: 43.49

Subject No 2114Individual Scores: V 0 | C 86.99Overall score: 43.49

Subject No 8690Individual Scores: V 0 | C 86.99Overall score: 43.49

Subject No 9183Individual Scores: V 0 | C 86.99Overall score: 43.49

Subject No 11099Individual Scores: V 0 | C 86.97Overall score: 43.48

Subject No 17859Individual Scores: V 0 | C 86.97Overall score: 43.48

Subject No 20171Individual Scores: V 0 | C 86.97Overall score: 43.48

Subject No 22871Individual Scores: V 0 | C 86.96Overall score: 43.48

Subject No 3710Individual Scores: V 0 | C 86.95Overall score: 43.48

Subject No 4472Individual Scores: V 0 | C 86.96Overall score: 43.48

Subject No 10199Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 11359Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 13376Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 14159Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 1696Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 21256Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 24860Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 4196Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 5791Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 7115Individual Scores: V 0 | C 86.93Overall score: 43.47

Subject No 7258Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 8070Individual Scores: V 0 | C 86.94Overall score: 43.47

Subject No 12485Individual Scores: V 0 | C 86.92Overall score: 43.46

Subject No 14800Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 16351Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 17841Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 1895Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 22034Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 22403Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 23156Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 23581Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 24224Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 2708Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 3115Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 4902Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 6284Individual Scores: V 0 | C 86.89Overall score: 43.45

Subject No 8481Individual Scores: V 0 | C 86.91Overall score: 43.45

Subject No 8988Individual Scores: V 0 | C 86.9Overall score: 43.45

Subject No 13177Individual Scores: V 0 | C 86.87Overall score: 43.44

Subject No 14191Individual Scores: V 0 | C 86.88Overall score: 43.44

Subject No 17683Individual Scores: V 0 | C 86.88Overall score: 43.44

Subject No 20119Individual Scores: V 0 | C 86.87Overall score: 43.44

Subject No 7781Individual Scores: V 0 | C 86.87Overall score: 43.44

Subject No 9233Individual Scores: V 0 | C 86.87Overall score: 43.44

Subject No 4404Individual Scores: V 0 | C 86.86Overall score: 43.43

Subject No 16122Individual Scores: V 0 | C 86.84Overall score: 43.42

Subject No 17574Individual Scores: V 0 | C 86.85Overall score: 43.42

Subject No 22728Individual Scores: V 0 | C 86.84Overall score: 43.42

Subject No 10453Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 11063Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 11858Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 11926Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 12222Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 13127Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 13264Individual Scores: V 0 | C 86.83Overall score: 43.41

Subject No 13282Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 13631Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 13941Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 14069Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 14514Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 15061Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 15217Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 1611Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 16288Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 16369Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 16655Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 16732Individual Scores: V 0 | C 86.82Overall score: 43.41

Subject No 17369Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 17674Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 18033Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 18999Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 19866Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 2025Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 20288Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 2099Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 21049Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 21123Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 21269Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 21427Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 22783Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 23537Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 23954Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 24403Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 2522Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 2650Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 3465Individual Scores: V 0 | C 86.82Overall score: 43.41

Subject No 4148Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 4324Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 4875Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 5201Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 6075Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 6647Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 7171Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 7396Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 8202Individual Scores: V 0 | C 86.81Overall score: 43.41

Subject No 10773Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 12323Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 13338Individual Scores: V 0 | C 86.76Overall score: 43.38

Subject No 14485Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 1561Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 1866Individual Scores: V 0 | C 86.76Overall score: 43.38

Subject No 20785Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 2614Individual Scores: V 0 | C 86.77Overall score: 43.38

Subject No 3110Individual Scores: V 0 | C 86.76Overall score: 43.38

Subject No 5890Individual Scores: V 0 | C 86.76Overall score: 43.38

Subject No 11264Individual Scores: V 0 | C 86.74Overall score: 43.37

Subject No 14628Individual Scores: V 0 | C 86.74Overall score: 43.37

Subject No 18866Individual Scores: V 0 | C 86.74Overall score: 43.37

Subject No 5937Individual Scores: V 0 | C 86.74Overall score: 43.37

Subject No 6282Individual Scores: V 0 | C 86.73Overall score: 43.37

Subject No 15374Individual Scores: V 0 | C 86.72Overall score: 43.36

Subject No 14166Individual Scores: V 0 | C 86.71Overall score: 43.35

Subject No 23782Individual Scores: V 0 | C 86.71Overall score: 43.35

Subject No 4338Individual Scores: V 0 | C 86.71Overall score: 43.35

Subject No 6115Individual Scores: V 0 | C 86.7Overall score: 43.35

Subject No 7948Individual Scores: V 0 | C 86.71Overall score: 43.35

Subject No 10439Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 10794Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 15194Individual Scores: V 0 | C 86.68Overall score: 43.34

Subject No 16196Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 17848Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 20063Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 24659Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 4495Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 6105Individual Scores: V 0 | C 86.67Overall score: 43.34

Subject No 20476Individual Scores: V 0 | C 86.66Overall score: 43.33

Subject No 22705Individual Scores: V 0 | C 86.65Overall score: 43.33

Subject No 9602Individual Scores: V 0 | C 86.66Overall score: 43.33

Subject No 16334Individual Scores: V 0 | C 86.64Overall score: 43.32

Subject No 22143Individual Scores: V 0 | C 86.64Overall score: 43.32

Subject No 11617Individual Scores: V 0 | C 86.62Overall score: 43.31

Subject No 21328Individual Scores: V 0 | C 86.62Overall score: 43.31

Subject No 5093Individual Scores: V 0 | C 86.62Overall score: 43.31

Subject No 10442Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 16523Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 1813Individual Scores: V 0 | C 86.6Overall score: 43.30

Subject No 18895Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 19891Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 2029Individual Scores: V 0 | C 86.61Overall score: 43.30

Subject No 22429Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 22587Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 24204Individual Scores: V 0 | C 86.59Overall score: 43.30

Subject No 3078Individual Scores: V 0 | C 86.6Overall score: 43.30

Subject No 4216Individual Scores: V 0 | C 86.61Overall score: 43.30

Subject No 6053Individual Scores: V 0 | C 86.6Overall score: 43.30

Subject No 7882Individual Scores: V 0 | C 86.6Overall score: 43.30

Subject No 9509Individual Scores: V 0 | C 86.61Overall score: 43.30

Subject No 22028Individual Scores: V 0 | C 86.58Overall score: 43.29

Subject No 3509Individual Scores: V 0 | C 86.58Overall score: 43.29

Subject No 10933Individual Scores: V 0 | C 86.56Overall score: 43.28

Subject No 14764Individual Scores: V 0 | C 86.57Overall score: 43.28

Subject No 16794Individual Scores: V 0 | C 86.57Overall score: 43.28

Subject No 22237Individual Scores: V 0 | C 86.56Overall score: 43.28

Subject No 24953Individual Scores: V 0 | C 86.56Overall score: 43.28

Subject No 4351Individual Scores: V 0 | C 86.56Overall score: 43.28

Subject No 4901Individual Scores: V 0 | C 86.56Overall score: 43.28

Subject No 5872Individual Scores: V 0 | C 86.57Overall score: 43.28

Subject No 11091Individual Scores: V 0 | C 86.55Overall score: 43.27

Subject No 11550Individual Scores: V 0 | C 86.54Overall score: 43.27

Subject No 17111Individual Scores: V 0 | C 86.54Overall score: 43.27

Subject No 17586Individual Scores: V 0 | C 86.55Overall score: 43.27

Subject No 17589Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 17709Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 18331Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 18348Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 18459Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 21072Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 23308Individual Scores: V 0 | C 86.54Overall score: 43.27

Subject No 24689Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 7605Individual Scores: V 0 | C 86.53Overall score: 43.27

Subject No 16237Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 24126Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 24920Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 3746Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 4679Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 7651Individual Scores: V 0 | C 86.51Overall score: 43.26

Subject No 17707Individual Scores: V 0 | C 86.5Overall score: 43.25

Subject No 2104Individual Scores: V 0 | C 86.49Overall score: 43.24

Subject No 22481Individual Scores: V 0 | C 86.49Overall score: 43.24

Subject No 2411Individual Scores: V 0 | C 86.48Overall score: 43.24

Subject No 11563Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 13374Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 14830Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 16877Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 19710Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 21867Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 23087Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 23760Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 2414Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 24496Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 2907Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 4903Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 5650Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 8994Individual Scores: V 0 | C 86.46Overall score: 43.23

Subject No 10193Individual Scores: V 0 | C 86.44Overall score: 43.22

Subject No 10278Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 11136Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 11787Individual Scores: V 0 | C 86.44Overall score: 43.22

Subject No 12806Individual Scores: V 0 | C 86.44Overall score: 43.22

Subject No 16847Individual Scores: V 0 | C 86.44Overall score: 43.22

Subject No 18134Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 20459Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 21153Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 6722Individual Scores: V 0 | C 86.43Overall score: 43.22

Subject No 9302Individual Scores: V 0 | C 86.44Overall score: 43.22

Subject No 19183Individual Scores: V 0 | C 86.42Overall score: 43.21

Subject No 12054Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 12694Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 16014Individual Scores: V 0 | C 86.4Overall score: 43.20

Subject No 16360Individual Scores: V 0 | C 86.41Overall score: 43.20

Subject No 16636Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 19877Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 2229Individual Scores: V 0 | C 86.41Overall score: 43.20

Subject No 4246Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 6704Individual Scores: V 0 | C 86.41Overall score: 43.20

Subject No 8534Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 8606Individual Scores: V 0 | C 86.39Overall score: 43.20

Subject No 11930Individual Scores: V 0 | C 86.37Overall score: 43.19

Subject No 12302Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 19603Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 20574Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 21507Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 23051Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 5508Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 5587Individual Scores: V 0 | C 86.36Overall score: 43.18

Subject No 4062Individual Scores: V 0 | C 86.35Overall score: 43.17

Subject No 12880Individual Scores: V 0 | C 86.31Overall score: 43.16

Subject No 15756Individual Scores: V 0 | C 86.32Overall score: 43.16

Subject No 1692Individual Scores: V 0 | C 86.31Overall score: 43.16

Subject No 1718Individual Scores: V 0 | C 86.31Overall score: 43.16

Subject No 19102Individual Scores: V 0 | C 86.31Overall score: 43.16

Subject No 20089Individual Scores: V 0 | C 86.32Overall score: 43.16

Subject No 2934Individual Scores: V 0 | C 86.33Overall score: 43.16

Subject No 21888Individual Scores: V 0 | C 86.3Overall score: 43.15

Subject No 4791Individual Scores: V 0 | C 86.3Overall score: 43.15

Subject No 13153Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 18099Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 1822Individual Scores: V 0 | C 86.26Overall score: 43.13

Subject No 4277Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 4539Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 5091Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 7197Individual Scores: V 0 | C 86.27Overall score: 43.13

Subject No 10478Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 11289Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 15514Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 17773Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 21458Individual Scores: V 0 | C 86.23Overall score: 43.12

Subject No 23231Individual Scores: V 0 | C 86.24Overall score: 43.12

Subject No 24725Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 4003Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 4236Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 4473Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 7031Individual Scores: V 0 | C 86.25Overall score: 43.12

Subject No 8513Individual Scores: V 0 | C 86.24Overall score: 43.12

Subject No 10187Individual Scores: V 0 | C 86.22Overall score: 43.11

Subject No 22657Individual Scores: V 0 | C 86.22Overall score: 43.11

Subject No 24982Individual Scores: V 0 | C 86.22Overall score: 43.11

Subject No 20086Individual Scores: V 0 | C 86.21Overall score: 43.10

Subject No 21513Individual Scores: V 0 | C 86.21Overall score: 43.10

Subject No 4378Individual Scores: V 0 | C 86.21Overall score: 43.10

Subject No 9441Individual Scores: V 0 | C 86.21Overall score: 43.10

Subject No 12439Individual Scores: V 0 | C 86.19Overall score: 43.09

Subject No 14982Individual Scores: V 0 | C 86.17Overall score: 43.09

Subject No 18696Individual Scores: V 0 | C 86.18Overall score: 43.09

Subject No 2904Individual Scores: V 0 | C 86.18Overall score: 43.09

Subject No 3231Individual Scores: V 0 | C 86.18Overall score: 43.09

Subject No 6213Individual Scores: V 0 | C 86.19Overall score: 43.09

Subject No 5461Individual Scores: V 0 | C 86.15Overall score: 43.08

Subject No 8461Individual Scores: V 0 | C 86.14Overall score: 43.07

Subject No 9308Individual Scores: V 0 | C 86.14Overall score: 43.07

Subject No 16666Individual Scores: V 0 | C 86.12Overall score: 43.06

Subject No 22252Individual Scores: V 0 | C 86.12Overall score: 43.06

Subject No 10928Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 11424Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 11805Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 11965Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12000Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12287Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12461Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12661Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12727Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 12820Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 13187Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 13351Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 13377Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 13386Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14386Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14511Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14584Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14640Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14648Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14690Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14863Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 14964Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 1527Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15352Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15355Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15570Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15671Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15775Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 15787Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16066Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16173Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16568Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16575Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16683Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 16811Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 1725Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 17295Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 18738Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 1884Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 19228Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 19432Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 1968Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 19841Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 19854Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 20135Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 2035Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 2040Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 20903Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 21057Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 21419Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 2197Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 22094Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 22181Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23015Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23348Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23458Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23583Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23659Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 23885Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 24383Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 24401Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 2455Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 24636Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 24723Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 24965Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 2707Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 3771Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 3830Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4052Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4331Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4421Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4422Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4507Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4674Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4803Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 4909Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 5239Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 5381Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 5738Individual Scores: V 0 | C 86.11Overall score: 43.05

Subject No 5784Individual Scores: V 0 | C 86.11Overall score: 43.05

